Sample,Family_ID,Population,Population_Description,Gender,Relationship,Unexpected_Parent_Child,Non_Paternity,Siblings,Grandparents,Avuncular,Half_Siblings,Unknown_Second_Order,Third_Order,In_Low_Coverage_Pilot,LC_Pilot_Platforms,LC_Pilot_Centers,In_High_Coverage_Pilot,HC_Pilot_Platforms,HC_Pilot_Centers,In_Exon_Targetted_Pilot,ET_Pilot_Platforms,ET_Pilot_Centers,Has_Sequence_in_Phase1,Phase1_LC_Platform,Phase1_LC_Centers,Phase1_E_Platform,Phase1_E_Centers,In_Phase1_Integrated_Variant_Set,Has_Phase1_chrY_SNPS,Has_phase1_chrY_Deletions,Has_phase1_chrMT_SNPs,Main_project_LC_Centers,Main_project_LC_platform,Total_LC_Sequence,LC_Non_Duplicated_Aligned_Coverage,Main_Project_E_Centers,Main_Project_E_Platform,Total_Exome_Sequence,X_Targets_Covered_to_20x_or_greater,VerifyBam_E_Omni_Free,VerifyBam_E_Affy_Free,VerifyBam_E_Omni_Chip,VerifyBam_E_Affy_Chip,VerifyBam_LC_Omni_Free,VerifyBam_LC_Affy_Free,VerifyBam_LC_Omni_Chip,VerifyBam_LC_Affy_Chip,LC_Indel_Ratio,E_Indel_Ratio,LC_Passed_QC,E_Passed_QC,In_Final_Phase_Variant_Calling,Has_Omni_Genotypes,Has_Axiom_Genotypes,Has_Affy_6_0_Genotypes,Has_Exome_LOF_Genotypes,EBV_Coverage,DNA_Source_from_Coriell,Has_Sequence_from_Blood_in_Index,Super_Population,Super_Population_Description
NA18983,NA18983,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,40873091688.0,9.76,BI,ILLUMINA,16101357568.0,0.9377780000000001,,0.00032,0.00041,,0.00556,0.00182,0.00575,,1.63,0.76,1.0,1.0,1.0,1.0,,,1.0,149.18,,,EAS,East Asian
NA18984,NA18984,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,,,1.0,1.0,1.0,1.0,BI,ILLUMINA,37370613756.0,9.35,BI,ILLUMINA,10762344648.0,0.9058809999999999,0.00392,0.00352,0.00402,,0.00062,0.0001,0.0008,,1.43,0.77,1.0,1.0,1.0,1.0,,,1.0,168.21,,,EAS,East Asian
NA18985,NA18985,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,20034571964.0,5.79,BI,ILLUMINA,5758993176.0,0.843694,0.0036299999999999995,0.00288,0.00358,,0.00067,,0.00086,,0.9,0.88,1.0,1.0,1.0,1.0,,,1.0,46.25,,,EAS,East Asian
NA18986,NA18986,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,52722631387.0,12.35,BI,ILLUMINA,12181748008.0,0.926723,,4e-05,0.00023999999999999998,,0.00594,0.0030399999999999997,0.00577,,1.06,0.82,1.0,1.0,1.0,1.0,,,1.0,47.94,,,EAS,East Asian
NA18987,NA18987,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,,,1.0,SC,ILLUMINA,20560550868.0,6.26,WUGSC,ILLUMINA,9733803600.0,0.8499190000000001,0.00011999999999999999,,4e-05,,0.00095,,0.00179,,1.05,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,180.32,,,EAS,East Asian
NA18988,NA18988,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,56979924664.0,13.69,BI,ILLUMINA,10705664304.0,0.855168,0.0004,0.00033,0.00058,,0.0018800000000000002,0.001,0.0020399999999999997,,0.98,0.9,1.0,1.0,1.0,1.0,,,1.0,98.76,,,EAS,East Asian
NA18989,NA18989,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,39431866092.0,10.13,BI,ILLUMINA,23796766220.0,0.929788,0.00037,0.00015,0.00044,,0.00103,0.00013000000000000002,0.0009599999999999999,,0.89,0.92,1.0,1.0,1.0,1.0,,,1.0,71.72,,,EAS,East Asian
NA18990,NA18990,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,17954835956.0,5.6,WUGSC,ILLUMINA,9329803000.0,0.8501049999999999,0.0005200000000000001,0.00037,0.00053,,0.013430000000000001,0.00404,0.01464,,1.01,0.81,1.0,1.0,1.0,1.0,1.0,,1.0,48.81,,,EAS,East Asian
NA18991,NA18991,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,1.0,,,ILLUMINA,WUGSC,,,,,SC,ILLUMINA,22549012200.0,7.73,WUGSC,ILLUMINA,9328463500.0,0.8674350000000001,0.0006799999999999999,0.00037,0.0006799999999999999,,0.0005,,0.00036,,0.84,0.76,1.0,1.0,1.0,1.0,1.0,,1.0,337.72,,,EAS,East Asian
NA18992,NA18992,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,17215799763.0,5.9,BCM,ILLUMINA,5668511880.0,0.8854770000000001,0.0103,0.00902,0.01014,,0.0004,1e-05,0.00075,,0.87,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,187.94,,,EAS,East Asian
NA18993,NA18993,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,,,ABI_SOLID,BCM,,,,,BCM,ILLUMINA,21655961965.0,7.51,BCM,ILLUMINA,6710156998.0,0.905034,0.00883,0.00771,0.00875,,0.00106,2e-05,0.0010199999999999999,,0.81,0.92,1.0,1.0,1.0,1.0,1.0,,1.0,177.64,,,EAS,East Asian
NA18994,NA18994,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,BCM,ILLUMINA,16241387113.0,5.56,BCM,ILLUMINA,5469412802.0,0.8797530000000001,0.01066,0.00938,0.01069,,0.00028,1e-05,0.0007099999999999999,,0.87,1.03,1.0,1.0,1.0,1.0,1.0,,1.0,161.47,,,EAS,East Asian
NA18995,NA18995,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,BCM,ILLUMINA,21904341266.0,7.47,BCM,ILLUMINA,4654598433.0,0.8253309999999999,0.014790000000000001,0.01376,0.01499,,0.0012,0.0005099999999999999,0.0012699999999999999,,0.89,1.03,1.0,1.0,1.0,1.0,1.0,,1.0,132.45,,,EAS,East Asian
NA18997,NA18997,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,,,ABI_SOLID,BCM,,,,,BCM,ILLUMINA,24736207344.0,8.52,BCM,ILLUMINA,6521651305.0,0.896177,0.009000000000000001,0.008409999999999999,0.00907,,0.00148,0.00039,0.00145,,0.88,0.96,1.0,1.0,1.0,1.0,1.0,,1.0,392.5,,,EAS,East Asian
NA18998,NA18998,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,31998364692.0,10.83,BCM,ILLUMINA,8059427411.0,0.894961,0.01347,0.01208,0.0134,,0.00196,0.00107,0.0018100000000000002,,0.9,1.05,1.0,1.0,1.0,1.0,1.0,,1.0,175.13,,,EAS,East Asian
NA18999,NA18999,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,19129412572.0,5.63,BI,ILLUMINA,23249343692.0,0.9319940000000001,0.00045,,0.0005099999999999999,,0.00214,2.9999999999999997e-05,0.00242,,1.06,0.9,1.0,1.0,1.0,1.0,1.0,,1.0,65.88,,,EAS,East Asian
NA19000,NA19000,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,52203590144.0,10.41,BI,ILLUMINA,17575878636.0,0.933586,0.00039,8e-05,0.00041,,0.00223,0.00056,0.00248,,1.03,0.86,1.0,1.0,1.0,1.0,1.0,,1.0,686.32,,,EAS,East Asian
NA19001,NA19001,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,,,ABI_SOLID,BCM,,,,,BCM,ILLUMINA,29776814748.0,9.89,BCM,ILLUMINA,6480296047.0,0.912773,0.01193,0.011170000000000001,0.011940000000000001,,0.00106,0.00036,0.0010400000000000001,,0.87,0.96,1.0,1.0,1.0,1.0,1.0,,1.0,1013.25,,,EAS,East Asian
NA19002,NA19002,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,19428452208.0,5.72,BCM,ILLUMINA,9110783780.0,0.9177719999999999,0.01642,0.01491,0.016380000000000002,,0.00088,,0.0007599999999999999,,1.07,1.25,1.0,1.0,1.0,1.0,1.0,,1.0,62.34,,,EAS,East Asian
NA19003,NA19003,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,24280589744.0,6.06,BI,ILLUMINA,11462473596.0,0.924567,0.00047000000000000004,0.00037999999999999997,0.00045999999999999996,,0.0052899999999999996,0.00022,0.00569,,0.85,0.79,1.0,1.0,1.0,1.0,1.0,,1.0,65.9,,,EAS,East Asian
NA19004,NA19004,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,40628749940.0,12.22,BI,ILLUMINA,20587177236.0,0.9299959999999999,0.00055,1e-05,0.00058,,0.0018899999999999998,0.00135,0.00206,,3.16,0.89,1.0,1.0,1.0,1.0,,,1.0,86.97,,,EAS,East Asian
NA19005,NA19005,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,1.0,ILLUMINA,SC,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,1.0,1.0,1.0,SC,ILLUMINA,25218664508.0,7.52,BCM,ILLUMINA,6193270611.0,0.893976,0.018019999999999998,0.01731,0.01766,,0.0013800000000000002,,0.00115,,1.33,1.24,1.0,1.0,1.0,1.0,1.0,,1.0,226.27,,,EAS,East Asian
NA19006,NA19006,JPT,"Japanese in Tokyo, Japan",male,unrel,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,,,,,,,,,,BGI,ILLUMINA,22843899000.0,7.72,BGI,ILLUMINA,17745371800.0,0.950908,0.00285,0.00312,,,0.00018999999999999998,,,,0.82,0.9,1.0,1.0,1.0,,,,,89.39,LCL,,EAS,East Asian
NA19007,NA19007,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,22538305856.0,6.51,BI,ILLUMINA,16983811428.0,0.927266,0.00078,0.00055,0.00065,,0.00125,,0.00115,,0.95,0.83,1.0,1.0,1.0,1.0,1.0,,1.0,24.23,,,EAS,East Asian
NA19009,NA19009,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,1.0,1.0,1.0,SC,ILLUMINA,15818118588.0,4.78,BCM,ILLUMINA,5238686584.0,0.8565709999999999,0.02185,0.01799,0.02196,,0.001,,0.00066,,1.03,1.21,1.0,1.0,1.0,1.0,1.0,,1.0,70.4,,,EAS,East Asian
NA19010,NA19010,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,31982353308.0,8.7,BCM,ILLUMINA,9180949793.0,0.92832,0.01797,0.01622,0.01785,,0.00229,0.0006,0.00233,,1.31,1.21,1.0,1.0,1.0,1.0,1.0,,1.0,582.61,,,EAS,East Asian
NA19011,NA19011,JPT,"Japanese in Tokyo, Japan",female,unrel,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,,,,,,,,,,BGI,ILLUMINA,25759041200.0,8.79,BGI,ILLUMINA,15667719400.0,0.9477260000000001,0.00425,0.00441,,,0.00041,,,,0.82,0.91,1.0,1.0,1.0,,,,,218.07,LCL,,EAS,East Asian
NA19012,NA19012,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,23262562144.0,6.34,BI,ILLUMINA,23514324076.0,0.931192,0.00021,4e-05,0.00041,,0.01317,0.00367,0.01896,,1.44,0.91,1.0,1.0,1.0,1.0,1.0,,1.0,83.08,,,EAS,East Asian
NA19017,NA19017,LWK,"Luhya in Webuye, Kenya",female,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,33209709000.0,10.52,BI,ILLUMINA,7893526212.0,0.918457,0.00485,0.00464,,,0.0033399999999999997,0.00268,,,1.31,1.02,1.0,1.0,1.0,,,,,272.05,LCL,,AFR,African
NA19019,NA19019,LWK,"Luhya in Webuye, Kenya",female,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,31943633701.0,9.99,BI,ILLUMINA,8368076672.0,0.8882700000000001,0.0064,0.00636,,,0.00434,0.00346,,,1.32,1.07,1.0,1.0,1.0,,,,,231.96,LCL,,AFR,African
NA19020,NA19020,LWK,"Luhya in Webuye, Kenya",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,BCM,ILLUMINA,25783275657.0,8.87,BCM,ILLUMINA,6850520536.0,0.910026,0.0114,0.01211,0.01139,,0.0005,0.00029,0.0005,,0.85,1.12,1.0,1.0,1.0,1.0,,,1.0,135.68,,,AFR,African
NA19023,NA19023,LWK,"Luhya in Webuye, Kenya",female,unrel,,,,,,,,,,,,,,,1.0,LS454,BCM,,,,,,,,,,BI,ILLUMINA,38443465471.0,11.96,BI,ILLUMINA,8206100608.0,0.921543,0.00492,0.0049299999999999995,,,0.00466,0.00389,,,1.3,0.98,1.0,1.0,1.0,,,,,228.4,LCL,,AFR,African
NA19024,NA19024,LWK,"Luhya in Webuye, Kenya",female,unrel,,,,,,,,,,,,,,,1.0,LS454,BCM,,,,,,,,,,BI,ILLUMINA,34939442979.0,10.86,BI,ILLUMINA,7427870868.0,0.916535,0.00411,0.00434,,,0.00349,0.00296,,,1.33,1.05,1.0,1.0,1.0,,,,,43.4,LCL,,AFR,African
NA19025,NA19025,LWK,"Luhya in Webuye, Kenya",male,unrel,,,,,,,,,,,,,,,1.0,LS454,BCM,,,,,,,,,,BGI,ILLUMINA,23520648700.0,7.99,BGI,ILLUMINA,11461666100.0,0.92801,0.00292,0.0031100000000000004,,,0.0003,1e-05,,,0.83,0.9,1.0,1.0,1.0,,,,,121.02,LCL,,AFR,African
NA19026,NA19026,LWK,"Luhya in Webuye, Kenya",male,unrel,,,,,,,,,,,,,,,1.0,LS454,BCM,,,,,,,,,,BI,ILLUMINA,30178172588.0,9.43,BI,ILLUMINA,6879874084.0,0.9087379999999999,0.00475,0.00539,,,0.00418,0.00313,,,1.29,1.02,1.0,1.0,1.0,,,,,534.27,LCL,,AFR,African
NA19027,NA19027,LWK,"Luhya in Webuye, Kenya",male,,,,,,,,NA19311,,,,,,,,1.0,LS454,BCM,1.0,,,ABI_SOLID,BCM,,,,,BCM,ILLUMINA,23526952726.0,7.89,BCM,ILLUMINA,6184793580.0,0.8993909999999999,0.01057,0.01099,0.010490000000000001,,0.00206,0.00131,0.0021,,0.86,0.99,1.0,1.0,1.0,1.0,1.0,,1.0,175.26,,,AFR,African
NA19028,NA19028,LWK,"Luhya in Webuye, Kenya",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,BCM,ILLUMINA,23924699715.0,8.27,BCM,ILLUMINA,5619346898.0,0.886725,0.011340000000000001,0.01267,0.01133,,0.0007,0.00029,0.0006799999999999999,,0.86,1.22,1.0,1.0,1.0,1.0,1.0,,1.0,90.53,,,AFR,African
NA19030,NA19030,LWK,"Luhya in Webuye, Kenya",female,unrel,,,,,,,,,,,,,,,1.0,LS454,BCM,,,,,,,,,,BI,ILLUMINA,27807222838.0,8.76,BI,ILLUMINA,6513143760.0,0.901049,0.0040100000000000005,0.00402,,,0.00639,0.0054399999999999995,,,1.33,1.2,1.0,1.0,1.0,,,,,132.14,LCL,,AFR,African
NA19031,NA19031,LWK,"Luhya in Webuye, Kenya",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,,,ABI_SOLID,BCM,,,,,BCM,ILLUMINA,30594915253.0,10.56,BCM,ILLUMINA,5461592877.0,0.877318,0.022119999999999997,0.02512,0.022090000000000002,,0.00056,0.00029,0.00054,,0.85,1.22,1.0,1.0,1.0,1.0,1.0,,1.0,114.11,,,AFR,African
NA19035,NA19035,LWK,"Luhya in Webuye, Kenya",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,BCM,ILLUMINA,24122934031.0,8.21,BCM,ILLUMINA,5905872586.0,0.891877,0.01081,0.01183,0.01094,,0.0013599999999999999,0.0008699999999999999,0.00128,,0.99,1.08,1.0,1.0,1.0,1.0,1.0,,1.0,416.08,,,AFR,African
NA19036,NA19036,LWK,"Luhya in Webuye, Kenya",female,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,24003939265.0,8.12,BCM,ILLUMINA,6135609509.0,0.891232,0.01051,0.01124,0.0104,,0.0007,0.00037999999999999997,0.00074,,0.87,1.09,1.0,1.0,1.0,1.0,1.0,,1.0,232.96,,,AFR,African
NA19037,NA19037,LWK,"Luhya in Webuye, Kenya",female,unrel,,,,,,,,,,,,,,,1.0,LS454,BCM,,,,,,,,,,BGI,ILLUMINA,22775569600.0,7.75,BGI,ILLUMINA,13197266600.0,0.946108,0.0046,0.0038299999999999996,,,0.00041,,,,0.84,0.88,1.0,1.0,1.0,,,,,1466.8,LCL,,AFR,African
NA19038,NA19038,LWK,"Luhya in Webuye, Kenya",female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,31152270017.0,10.62,BCM,ILLUMINA,6496200517.0,0.896058,0.006790000000000001,0.00636,0.00687,,0.00101,0.00055,0.00105,,0.93,0.88,1.0,1.0,1.0,1.0,1.0,,1.0,1488.42,,,AFR,African
NA19041,NA19041,LWK,"Luhya in Webuye, Kenya",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,BCM,ILLUMINA,35522307414.0,10.29,BCM,ILLUMINA,7914449385.0,0.9025350000000001,0.01057,0.011090000000000001,0.0109,,0.00179,0.00147,0.0019100000000000002,,0.88,1.01,1.0,1.0,1.0,1.0,1.0,,1.0,175.74,,,AFR,African
NA19042,NA19042,LWK,"Luhya in Webuye, Kenya",female,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,25680370400.0,8.71,BGI,ILLUMINA,13215506600.0,0.938823,0.00373,0.0034,,,0.00044,0.00016,,,0.84,0.88,1.0,1.0,1.0,,,,,111.31,LCL,,AFR,African
NA19043,NA19043,LWK,"Luhya in Webuye, Kenya",male,unrel,,,,,,,,,,,,,,,1.0,LS454,BCM,,,,,,,,,,BI,ILLUMINA,28388802048.0,8.83,BI,ILLUMINA,7353652080.0,0.9031620000000001,0.0069,0.00678,,,0.00735,0.00626,,,1.34,1.35,1.0,1.0,1.0,,,,,332.55,LCL,,AFR,African
NA19044,NA19044,LWK,"Luhya in Webuye, Kenya",male,,,,,,,,,,,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,,,,,BCM,ILLUMINA,5059964155.0,0.858564,0.011090000000000001,0.01284,0.01128,,,,,,,1.05,,1.0,,1.0,1.0,,1.0,,,,AFR,African
NA19046,NA19046,LWK,"Luhya in Webuye, Kenya",male,,,,NA19045,,,,,"NA19022, NA19045",,,,,,,1.0,LS454,BCM,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,AFR,African
NA19054,NA19054,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,30047758620.0,7.02,BI,ILLUMINA,15631909900.0,0.863859,0.00027,0.0004,0.00016,,0.0038799999999999998,0.00022,0.00446,,0.89,0.87,1.0,1.0,1.0,1.0,1.0,,1.0,32.97,,,EAS,East Asian
NA19055,NA19055,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,33882044652.0,6.42,BI,ILLUMINA,13069472924.0,0.907386,0.0015400000000000001,0.00119,0.00143,,0.00665,0.00255,0.006370000000000001,,1.74,0.86,1.0,1.0,1.0,1.0,1.0,,1.0,104.71,,,EAS,East Asian
NA19056,NA19056,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,21269505160.0,6.03,BI,ILLUMINA,14377586900.0,0.931631,0.00045,0.00049,0.0005200000000000001,,0.00032,,0.00058,,1.09,0.86,1.0,1.0,1.0,1.0,1.0,,1.0,51.01,,,EAS,East Asian
NA19057,NA19057,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,19563972516.0,5.69,BI,ILLUMINA,15906115316.0,0.864532,0.0038,0.00317,0.00418,,0.00139,2e-05,0.00147,,1.16,0.83,1.0,1.0,1.0,1.0,1.0,,1.0,88.19,,,EAS,East Asian
NA19058,NA19058,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,24099765756.0,6.41,BI,ILLUMINA,14439493308.0,0.9349569999999999,1e-05,0.00036,0.00033999999999999997,,0.00117,,0.00123,,0.97,0.78,1.0,1.0,1.0,1.0,1.0,,1.0,15.09,,,EAS,East Asian
NA19059,NA19059,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,18248094988.0,5.71,BI,ILLUMINA,15329960912.0,0.868293,0.00018,7e-05,0.00016,,0.0011099999999999999,,0.00133,,0.79,0.83,1.0,1.0,1.0,1.0,1.0,,,138.07,,,EAS,East Asian
NA19060,NA19060,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,23332179664.0,6.4,BI,ILLUMINA,20724942664.0,0.9430430000000001,0.00031,0.00013000000000000002,0.00037999999999999997,,0.00065,,0.00082,,0.95,0.86,1.0,1.0,1.0,1.0,1.0,,1.0,19.5,,,EAS,East Asian
NA19062,NA19062,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,18412697992.0,5.71,BI,ILLUMINA,12252654640.0,0.8482129999999999,0.00301,0.00262,0.00324,,0.0017800000000000001,1e-05,0.00186,,0.78,0.88,1.0,1.0,1.0,1.0,1.0,,1.0,48.37,,,EAS,East Asian
NA19063,NA19063,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,24086759039.0,7.04,BI,ILLUMINA,19159190968.0,0.9372459999999999,0.00055,0.0002,0.00028,,0.00045999999999999996,,0.00054,,0.98,0.84,1.0,1.0,1.0,1.0,1.0,,1.0,391.83,,,EAS,East Asian
NA19064,NA19064,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,23386454684.0,6.97,BI,ILLUMINA,17306531731.0,0.887703,,0.00011999999999999999,0.00013000000000000002,,0.00283,0.00025,0.0026899999999999997,,1.01,0.87,1.0,1.0,1.0,1.0,1.0,,1.0,195.38,,,EAS,East Asian
NA19065,NA19065,JPT,"Japanese in Tokyo, Japan",female,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,40240127284.0,9.96,BI,ILLUMINA,14312828972.0,0.929501,,0.00029,0.00037999999999999997,,0.00214,0.00026000000000000003,0.00225,,0.97,0.81,1.0,1.0,1.0,1.0,1.0,,1.0,86.06,,,EAS,East Asian
NA19066,NA19066,JPT,"Japanese in Tokyo, Japan",male,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,47613963292.0,10.28,BI,ILLUMINA,17755911768.0,0.938205,1e-05,8e-05,0.00037999999999999997,,0.0011300000000000001,2e-05,0.00088,,0.95,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,172.99,,,EAS,East Asian
